PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18,PCA19,PCA20,PCA21,PCA22,PCA23,PCA24,PCA25,PCA26,PCA27,PCA28,PCA29,PCA30,PCA31,PCA32,PCA33,PCA34,PCA35,PCA36,PCA37,PCA38,PCA39,PCA40
5.187191770324133,3.6590815420264784,0.1746862660181047,-5.7523945280481055,2.603250039089993,0.6388387291511187,0.8457637278925516,-0.21088226604247007,0.32019873718619035,-0.44729026608233974,-1.0508617182116569,0.26195207580305113,1.496361299982348,-1.5833866374591226,-0.09033957000383173,-2.2608335858680406,1.3944124466161925,0.6877807464292173,1.6536937891546883,5.573576449157226,1.0774267323470454,-0.7942278489953524,-1.9351909745396056,-0.0015102138599875122,1.1169477090541307,-0.9726811672549962,-0.6846165449328374,1.9215002236654355,-0.4693838549730382,0.007765999383539313,-1.012300867359928,0.4169786544710468,-1.4464793994714389,1.3831833966959954,-0.23487583323843972,0.817970390326447,0.7549623262012517,0.8343878112475176,0.6361837267458995,0.6650259087751624
7.138440171391827,-1.8900791943786832,0.09585860424442172,3.6349077659966764,1.7003431040942765,2.348591858700378,-0.5580985853723247,1.5818923681174786,-0.9602523289572096,-0.9322193197226833,-2.510719308517958,4.025828940163213,-1.917653668476498,1.7683339450143194,-0.7326745199177033,-5.753888958943639,-1.0022177998876325,-0.9799277851022998,1.507923299833491,0.9404853685076336,-0.13370345017932841,-1.001765947790157,0.2834738505358299,-1.1916681821878083,1.4391418303350738,-0.2026552171766718,0.032597528274686365,-0.05415506331836672,-0.3637196993614352,-1.0597256317698598,0.7607893944600642,0.902997645974532,0.6603340154474536,2.0629752230431104,1.6666379217726401,-1.5724962944524712,-1.10190554805743,1.8935272400828032,-2.1530312205346935,-0.017040997191938034
-1.407393427608764,-3.386726210195893,0.714348212321677,-2.4535464568199723,-1.3294206110852622,-4.442580713385737,-2.0065283260988522,2.3527227124690757,1.197953993478719,0.7449442417251728,-3.9411971518632263,-1.9526277573281474,-3.329523082010933,-0.41647878002817557,0.974710555972949,1.1438274737050962,0.18786868479480448,-0.8027770515494461,0.6306141114902236,3.144117147504877,-0.5675933078633623,-1.7510744092348491,3.752456634601061,0.8066758187450154,1.7721003175488108,-1.0124707879660435,2.006916122149501,0.042938823254264624,1.0830623472000036,-1.769170446358206,-1.2795749063627262,-0.7772004175827264,0.37201369805761314,1.352929143934902,-1.0345930685820084,1.572843450593401,0.8157377509026233,0.9667307120427807,-1.5174910309736456,-0.3068354109734183
-2.407945851648155,-1.8689022366870203,4.26004942627618,-3.418426386478164,0.47653759910383736,-1.0651115717674458,0.3397107876812428,1.359524213317257,-0.2358288555050691,-1.2287406516634387,0.8940093656948256,4.848424293764599,-4.081783858958767,0.5626945001461463,-0.5001846932595689,-0.7239002117083655,-0.41763454148869444,-4.176896367502151,0.8240026388941787,-3.8237344102454274,2.4418843717876033,1.751649615371989,-0.7384140443225957,2.2178683761491174,-1.8811320353365786,-0.35781304945270026,1.2399486552083792,-0.66425373108227,1.6496203066382786,0.760972764315761,-0.0828855993836604,1.1462443875001236,0.25986310847355654,-0.4099923129107172,0.9053336115315591,-0.5384704619075109,-2.2654438807862656,1.5507169369090688,-0.5814844701710529,0.8517270131274236
2.0643947876418176,-0.1571069738569668,-2.83584657587807,6.3912285482249755,-0.9411483699061354,0.16300081350009046,-2.2681460353188925,1.5794831851347289,2.4916741298416065,-1.1922681779147932,0.5042138057974697,3.619365884927476,0.8607490457280186,3.0507501131704684,-2.7135318090718625,-3.8099172901351013,2.756622831087796,-2.7376823142503426,1.5642489335444945,-2.3950888016261533,-0.27575763602560577,-1.0453484581167307,-0.2287201765553045,-0.4700460652499121,-0.7560826382557284,1.330510790098179,0.02925344825584397,0.13107593940701776,1.7726834841922898,0.7203261066022527,-0.8851857920832291,1.1168317683869073,-1.5524319711802426,-1.668063950696472,0.3879520221527142,2.156851330284516,0.9712302812102975,0.9030793559378529,-1.3644346898993585,0.055165384154618316
-1.528385178274516,-0.5350986771857474,-1.0231081532053234,3.5931922450362537,-2.6905267901039904,-4.151663853223718,5.179223861716476,-0.5924417054240686,-4.0828062657805075,0.9363138024488226,-0.8135366862517477,-0.13112216142740224,-2.581914853118828,-1.8679108162371982,3.5583512396672567,3.4574944630576634,1.7607870910157157,-2.8303365526759037,-2.132890092905605,1.510486188084538,-0.6299442857897918,-0.5741178497613009,-0.40425719739772203,0.328175091791265,1.1556692560187878,-0.6202660792150203,0.420721290401244,0.5075852343802539,0.03703995196064854,-0.878572956404423,-2.1117921624650116,1.7219584738532479,-0.347944488333364,0.7939987426872478,-0.8966171978208667,0.047696093276268,0.4111405314272574,1.3998796643290092,-1.7175677561184637,0.7541253623986472
-1.9121130733995608,-3.4320619340992864,-3.402751197218749,-1.1624545931894332,-0.23768191495239646,1.7959624893142998,-1.2104638702739259,-1.8132868881484263,0.42910332802750384,5.795667518721345,-1.2640414897383783,1.6962222086915328,0.9920784971401261,1.4671421894874819,1.1316088965949644,-1.4181587062506298,3.906210904470767,-3.176412370403524,1.4731124823332762,-1.9333694727657518,-0.3764330669278176,-0.545159304481671,3.694283048482861,1.8270351004901313,-1.306701429982524,-1.2332536946968866,-0.2816856632750296,1.6783832927105884,1.5945198357123291,0.24916037939253827,-0.8965169622782352,2.9268442862726807,-0.01802588166044388,-0.9557893807040285,-0.14827743323657638,0.2973539051450742,-0.2030375262547402,0.030529091020124494,-1.3074768757563104,1.2628299167848238
-2.1845924489088566,-0.40444945017006106,5.5876594138983595,-0.6824806819106931,-0.09064309965812663,2.314747640564118,-1.6825370117108567,0.3237216935032587,6.05254708350514,1.026954355061953,-1.69728371837685,-0.024948271000718183,-2.5897631422651526,-0.4102710490451499,-0.8100982421453372,2.615839910509601,-4.40247505260165,0.8726524700240755,-1.039629380500264,1.7921675681061406,-2.2233448555858875,-1.7454762327929192,-0.29175933898840395,-0.6513760001294044,-0.2048775142565498,1.3598065255729064,0.3083572630485767,0.26663843792652164,-2.252900605495732,-1.3024003652305542,-0.864570337114226,-1.334514029051692,-1.0040542223784505,0.5885863643114438,-1.5586419961134963,-0.48641849585903985,0.6479573594724674,2.4527027247933355,0.07096217748389703,1.277102135086633
-3.69310536224472,3.1470061211542317,-2.7862763226072578,-2.898502394688766,-2.6052153851569355,3.8760454242895865,6.981560721505663,-4.447722452678306,-0.6350243085739692,-0.4417238884991446,-0.3864157104220017,-0.6356289386082359,-2.0919928202608773,-0.08135786177294818,-2.7184601190337205,0.9662463795713744,-1.9411449788767074,-0.3214903114883341,2.5481154546440723,-0.7772996097239822,-1.1269936569932986,-0.5489442374428143,-0.03872096035099792,1.0376791118703816,1.6925353359132478,-0.10477390554944566,-0.2409675605124681,-0.8855937306135646,-0.49059779859987956,-0.07026315396093444,1.7078358770580457,0.6418599367668854,-0.9667852900089529,-0.4104544962967484,-1.6700363980908401,-0.012667214876212642,0.8203564709256649,-1.9111732273724467,0.8359987578078419,-0.24475293863991304
-3.1184274985866502,-0.04211436058701982,5.630154070594777,0.8790938062111764,1.159518983299937,1.5178955922808985,-2.14273290376528,-0.23281723803724036,0.43924937286266497,1.1744769746898551,2.9151860812011434,-2.8451584344895604,-0.6393426469168612,1.704178333073923,1.6828143126320074,-2.493078355106546,-1.9214613791335942,1.3077040647356932,0.3119790255320228,2.973401983506599,3.2656168259461715,0.11668079408641253,3.455268650441452,-0.4517216629532867,0.6805000660051516,-1.0913010243444343,-0.5086251730129862,0.4280892255204323,0.13065409531093317,1.3121724245307222,1.449856457069673,-1.6975187046370934,-1.1550344844620417,0.8730623210861611,-0.2920749326056432,-1.4541827409695143,0.5378073238035418,-2.1565496668566215,0.12566977011896036,1.7605705480488116
5.151307160741555,4.122033966428048,0.4045271623954536,-4.639953227045268,1.1627331922024748,1.7797835396154351,0.844564126780607,-0.9300751306419441,-2.011428969347292,-2.201051788593846,0.04180241668034201,-0.20285229583171233,3.198701985849971,-4.266840538402652,0.08396122376996544,-0.49401158487385693,2.2545597738446626,-1.3883516565032417,-1.9525161791439203,2.059006516291971,0.415710965272599,-1.8301793862304716,2.905743753090732,1.5896350498780194,0.13934617632222107,-1.350013942136042,-0.06565731711403423,0.35698921629879055,0.4190484819741529,-1.3172148251776847,-1.0141926865829494,-0.045869041744372306,1.60104224564743,-1.693057689286174,0.3341864505933406,0.5701601031572568,2.369486887929794,0.19444344044728157,1.2561299260627223,-2.184134144040166
-0.9195638271361256,-2.4275394040553575,1.8910542493100877,-1.9506592137809082,-1.7482262294204496,0.6363567132216297,2.1148651699537067,4.256842006619967,0.7111251844296576,-2.8606658446780844,2.496583947813256,4.189647512270847,1.7732207583085946,2.32589701126211,-4.315407119059757,2.8743968544752185,3.722667545391538,-2.04558713015657,0.15948809360750735,2.3772470350037294,-1.607204739247664,-0.46967003134850244,-0.1603338430305691,-2.0667631338770773,-1.4182936341432728,-0.634763859708877,1.1921503538460507,1.2404608941758062,0.12731282797533655,-0.9876663059571009,1.6916998022463112,-0.5796138252816464,-0.3193001631904708,-2.071095146212875,-0.6830937859659912,0.1840702957274337,1.0793838864170475,0.7145688978310557,0.9637620756796088,0.21042733115044898
-2.812802646302801,-0.24883047054596236,3.4098833824063854,1.0127997638129749,-0.9616637283943983,-0.42865541917489264,-2.196561879441303,-3.533375293697015,-0.6747975080486275,-0.16860457538091353,-0.8957139853601651,-1.6856772097119854,1.5092614279788685,-2.6831942582186463,3.4397743389030113,-0.7284992657832446,2.436775218020311,0.10979235932484302,-2.0619479963502534,0.5823336133738377,-3.603888115365651,2.0838565131217592,3.717728472275993,-0.2934978985837007,-1.7084765307120209,-0.08843784730947281,-0.43286584588424853,-3.141462414631849,-0.5567016265630502,-0.5110727079041706,0.19112186499215805,0.31645627887731576,-1.3455014353084733,0.6046611517970839,-0.9443321480159721,-0.8733630429006006,-1.1178610122184944,0.9981565812706575,0.11365148345788502,-0.1348789631995561
2.031819297312921,0.8231145959664573,-3.1867450054755087,5.032812962060678,-1.345297350990097,-0.1219425306892309,-1.4346734055971206,-0.4916057373437703,-0.2017371820683396,-3.226341364839846,0.2670785440230313,4.2361684677398665,1.4166229350902573,2.0455701428030615,3.262630825889239,1.7976038880024123,-1.5056069732933053,-1.9016529054877653,5.278388395864382,-1.993587201073349,0.521170222511981,-0.5568516764230611,-0.15578971772193184,0.4861187623337878,-1.5118684842507453,-0.3443021078907876,0.41744923739709405,-0.7759120943512389,0.7860733979983193,0.9212278076378708,0.12763799227320993,1.8474697817344174,1.7661143897092149,0.5566510251411116,0.4383343948773781,-1.817891684270084,0.17682523800165856,0.991030703018023,0.7395664492520371,-1.7643934567483692
